Fahrzeug-ID,Linie,Abfahrt-Datum,Annahme,Status,angem.Pers,bef.Pers,Einstieg_GTFS,Ausstieg_GTFS,abfahrt_minutes,day,depot,trip_id,einstieg_stop_id,einstieg_stop_sequence,ausstieg_stop_id,ausstieg_stop_sequence,trip_sequence_in_line
136,804,2024-08-22,P_ViB,DU,1,1,Goldberg (Meckl) Bahnhof,Mestlin,1267,thursday,VLP Parchim,649091,155160,13,234316,21,36
139,824,2024-08-22,I_ESM,DU,1,1,Zarrentin a Schaals. Bahnhofst,Lassahn,1268,thursday,VLP Hagenow,469241,47525,2,140630,10,38
139,824,2024-08-22,P_NCM,DU,2,1,Zarrentin a Schaals. Markt,Lassahn,1268,thursday,VLP Hagenow,469241,463815,1,140630,10,38
139,824,2024-08-22,P_NCM,DU,0,1,Zarrentin a Schaals. Markt,Lassahn,1268,thursday,VLP Hagenow,469241,463815,1,140630,10,38
0,822,2024-08-22,I_AUS,A,1,1,Schwaberow,Hagenow Robert-Stock-Str.,1272,thursday,VLP Hagenow,1283919,208896,29,592840,40,42
0,832,2024-08-22,P_SKr,A,2,2,Boizenburg (Elbe),Klein Bengerstorf,1273,thursday,VLP Boizenburg,1084671,649660,2,224328,12,40
0,500,2024-08-22,I_AUS,A,4,4,Boizenburg (Elbe),Boizenburg Dr. Alexander Str.,1275,thursday,VLP Boizenburg,1558386,381707,1,138166,8,29
0,77,2024-08-22,P_NCM,A,1,1,Plau am See Bahnhof,Lübz ZOB,1288,thursday,VLP Parchim,1342938,407481,10,86959,20,49
138,830,2024-08-22,I_ESM,DU,1,1,Boizenburg Schulzentrum,Lüttenmark,1289,thursday,VLP Boizenburg,359355,214705,4,288016,29,40
138,830,2024-08-22,I_ESM,DU,1,1,Boizenburg Schulzentrum,Bickhusen,1289,thursday,VLP Boizenburg,359355,214705,4,478668,9,40
138,830,2024-08-22,P_ach,DU,1,1,Boizenburg Schulzentrum,Bickhusen,1289,thursday,VLP Boizenburg,359355,214705,4,478668,9,40
0,842,2024-08-22,I_AUS,A,2,2,Crivitz Seeblick,Demen Siedlung,1292,thursday,VLP Sternberg,576303,406681,5,110968,23,34
0,811,2024-08-22,P_MaS,A,2,2,Lenzen (Elbe) Markt,Dömitz ZOB,1295,thursday,VLP Ludwigslust,450442,289959,14,567144,45,35
0,847,2024-08-22,P_ach,A,1,1,Schwerin Keplerstraße,Consrade Am Berg,1295,thursday,VLP Schwerin,428847,431277,1,312274,2,41
0,816,2024-08-22,I_AUS,A,1,1,Parchim ZOB,Marnitz,1300,thursday,VLP Parchim,1561934,425691,1,431286,22,36
0,816,2024-08-22,I_ESM,A,1,1,Parchim ZOB,Drenkow,1300,thursday,VLP Parchim,1561934,425691,1,480108,27,36
134,847,2024-08-22,I_ESM,DU,1,1,Plate (Meckl) Friedhof,Goldenstädt Lewitzstraße,1301,thursday,VLP Schwerin,428847,317416,5,217134,27,41
0,77,2024-08-22,P_rre,A,3,3,Malchow Inselstadt,Lübz ZOB,1302,thursday,VLP Parchim,404995,17472,2,86959,25,50
0,77,2024-08-22,P_dip,A,1,1,Malchow Inselstadt,Wessentin Abzweig,1302,thursday,VLP Parchim,404995,17472,2,543984,20,50
0,816,2024-08-22,I_ESM,A,1,1,Parchim Bahnhof,Suckow (b Parchim),1305,thursday,VLP Parchim,1561934,181213,2,279125,26,36
0,77,2024-08-22,P_rre,A,3,3,Parchim Bahnhof,Lübz ZOB,1305,thursday,VLP Parchim,580738,124348,1,86959,10,51
139,830,2024-08-22,I_ESM,DU,1,1,Zarrentin a Schaals. Markt,Gallin Galliner Ring Süd,1309,thursday,VLP Boizenburg,310443,463815,1,232380,12,41
126,823,2024-08-22,I_AUS,DU,1,0,Hagenow Robert-Stock-Str.,Hülseburg,1310,thursday,VLP Hagenow,241656,592840,5,425263,19,45
0,806,2024-08-22,I_AUS,A,1,1,Parchim ZOB,Klein Pankow,1310,thursday,VLP Parchim,1039486,425691,4,326682,19,36
0,807,2024-08-22,I_AUS,A,1,1,Parchim ZOB,Marnitz,1310,thursday,VLP Parchim,1545049,425691,4,431286,25,36
0,806,2024-08-22,I_AUS,A,1,1,Parchim ZOB,Groß Pankow,1310,thursday,VLP Parchim,1039486,425691,4,639917,18,36
0,832,2024-08-22,I_AUS,A,1,1,Brahlstorf Dorf,Boizenburg (Elbe),1314,thursday,VLP Boizenburg,1088632,273718,17,649660,54,41
138,830,2024-08-22,I_ESM,DU,1,1,Gallin Galliner Ring Süd,Zarrentin a Schaals. Bahnhofst,1320,thursday,VLP Boizenburg,359355,467958,41,47525,51,40
0,822,2024-08-22,I_ESM,A,1,1,Hagenow Land Bahnhof,Hagenow Bundeswehrkaserne,1325,thursday,VLP Hagenow,426373,364953,1,182842,10,46
157,844,2024-08-22,I_AUS,DU,2,2,Keez B104,Golchen,1327,thursday,VLP Sternberg,834242,404184,17,372661,18,36
155,847,2024-08-22,P_ach,DU,1,0,Schwerin Keplerstraße,Zietlitz b Schwerin,1355,thursday,VLP Schwerin,1095920,431277,1,257849,11,43
0,54,2024-08-22,I_EFA,A,1,1,Hagenow Land Bahnhof,Zarrentin a Schaals. Markt,1357,thursday,VLP Hagenow,332956,644280,1,463815,26,35
133,814,2024-08-22,I_ESM,DU,1,1,Wöbbelin Neustädter Straße,Ludwigslust Alexandrinenplatz,1365,thursday,VLP Ludwigslust,404799,517170,27,537253,33,38
0,823,2024-08-22,I_AUS,A,1,1,Hagenow Robert-Stock-Str.,Hülseburg,1372,thursday,VLP Hagenow,1269861,592840,5,425263,19,47
0,842,2024-08-22,I_ESM,A,1,1,Crivitz Bahnhof,Demen Siedlung,1385,thursday,VLP Sternberg,1045794,186789,1,110968,23,36
0,842,2024-08-22,I_ESM,A,1,1,Crivitz Am Krankenhaus,Demen Siedlung,1390,thursday,VLP Sternberg,1045794,239392,4,110968,23,36
0,170,2024-08-22,P_rre,A,1,1,Schwerin Hauptbahnhof,Brüel (Meckl) Markt,1390,thursday,VLP Schwerin,1008449,244784,1,126906,17,47
0,170,2024-08-22,I_ESM,A,1,1,Schwerin Hauptbahnhof,Rampe B104,1390,thursday,VLP Schwerin,1008449,244784,1,342991,7,47
0,170,2024-08-22,P_SiM,A,1,1,Schwerin Hauptbahnhof,Thurow B104,1390,thursday,VLP Schwerin,1008449,244784,1,660530,15,47
0,170,2024-08-22,I_ESM,A,1,1,Schwerin Hauptbahnhof,Brüel (Meckl) Friedhof,1390,thursday,VLP Schwerin,1008449,244784,1,211261,18,47
0,841,2024-08-22,P_ach,A,1,1,Zietlitz b Schwerin,Pinnow (b Schwerin) Dorf,1409,thursday,VLP Schwerin,1510204,300299,19,600287,24,36
148,806,2024-08-22,I_AUS,DU,1,0,Parchim ZOB,Klein Pankow,1415,thursday,VLP Parchim,162283,425691,4,326682,19,38
0,805,2024-08-22,P_NCM,A,1,1,Parchim ZOB,Herzberg,1415,thursday,VLP Parchim,722370,425691,4,260668,14,38
0,831,2024-08-22,P_ViB,A,1,1,Boizenburg (Elbe),Gülze b. Boizenburg,1423,thursday,VLP Boizenburg,547815,649660,2,397289,9,43
